region,annee,semaine_epi,pluviometrie_mm,temperature_moy_c,taux_couverture_milda,campagne_vaccinale_active,cas_paludisme,cas_dengue,date_approx,mois,saison
Centre (Ouaga),2025,5,-0.5795812862544604,-0.3990920397059496,-1.3375676153305418,0,403,21,2025-02-03,2,Sèche
Centre (Ouaga),2025,6,-0.5880441128680916,-0.7321069081003877,0.7803352107979111,0,312,22,2025-02-10,2,Sèche
Centre (Ouaga),2025,7,-0.6867770900271225,-0.11731022798757788,-1.2160486007166138,0,331,22,2025-02-17,2,Sèche
Centre (Ouaga),2025,8,-0.5767603440499166,-0.014844114635443224,1.6483281723259653,0,267,5,2025-02-24,2,Sèche
Centre (Ouaga),2025,9,-0.6529257835725977,-0.34785898302988133,0.8497746477201564,0,290,26,2025-03-03,3,Sèche
Centre (Ouaga),2025,10,-0.6077907082998978,2.4443426058157978,1.1622521138702555,0,374,14,2025-03-10,3,Sèche
Centre (Ouaga),2025,11,-0.6952399166407538,1.9576285673931568,1.1101725361785728,0,252,12,2025-03-17,3,Sèche
Centre (Ouaga),2025,12,-0.6642095523907726,1.6502302273367508,0.39841830772556674,0,379,5,2025-03-24,3,Sèche
Centre (Ouaga),2025,13,-0.6839561478225789,1.3684484156183792,-1.5806056445583956,0,408,23,2025-03-31,3,Sèche
Centre (Ouaga),2025,14,-0.5880441128680916,1.6246136989987168,-0.261256343035754,0,332,11,2025-04-07,4,Sèche
Centre (Ouaga),2025,15,-0.6783142634134913,1.0610500755619752,-1.5979655037889582,1,406,22,2025-04-14,4,Sèche
Centre (Ouaga),2025,16,-0.6698514367998601,2.521192190829898,-0.7994119791831467,1,424,20,2025-04-21,4,Sèche
Centre (Ouaga),2025,17,-0.6077907082998978,2.3418764924636633,0.20745985618939577,0,310,11,2025-04-28,4,Sèche
Centre (Ouaga),2025,18,-0.5739394018453728,1.855162454041022,1.2143316915619382,0,302,21,2025-05-05,5,Pluvieuse
Centre (Ouaga),2025,19,-0.69241897443621,0.3694038104350631,-0.3654154984191196,0,285,27,2025-05-12,5,Pluvieuse
Centre (Ouaga),2025,20,-0.5852231706635478,0.08762199871669235,0.5720169000311776,0,326,17,2025-05-19,5,Pluvieuse
Centre (Ouaga),2025,21,-0.7008818010498412,-0.629640794748253,-1.667404940711201,0,407,16,2025-05-26,5,Pluvieuse
Centre (Ouaga),2025,22,0.292089854949556,-1.0395052481567935,-0.13973732842182593,0,363,18,2025-06-02,6,Pluvieuse
Centre (Ouaga),2025,23,0.09180295842695026,-1.116354833170894,-0.6258133868775358,0,246,9,2025-06-09,6,Pluvieuse
Centre (Ouaga),2025,24,1.0650280189945414,-0.6552573230862871,-1.45908662994447,0,431,25,2025-06-16,6,Pluvieuse
Centre (Ouaga),2025,25,1.835145240834983,0.42063686711113135,-0.9556507122581974,1,297,12,2025-06-23,6,Pluvieuse
Centre (Ouaga),2025,26,1.3555850660625468,0.4718699237871978,1.5094492984814771,1,1861,15,2025-06-30,6,Pluvieuse
Centre (Ouaga),2025,27,0.4810929826539868,0.523102980463266,1.2316915507924984,0,1767,13,2025-07-07,7,Pluvieuse
Centre (Ouaga),2025,28,1.5897232690396774,-0.2710093980157808,0.5372971815700549,0,1574,23,2025-07-14,7,Pluvieuse
Centre (Ouaga),2025,29,-0.07181168943658671,-0.09169369964954377,1.1275323954091327,0,2169,28,2025-07-21,7,Pluvieuse
Centre (Ouaga),2025,30,1.8210405298122643,-0.5527912097341515,1.370570424636989,0,1742,14,2025-07-28,7,Pluvieuse
Centre (Ouaga),2025,31,2.1031347502666384,0.3437872820970299,-1.4417267707139074,0,2050,17,2025-08-04,8,Pluvieuse
Centre (Ouaga),2025,32,1.9761923510621702,-0.6808738514243203,0.8150549292590338,0,1803,7,2025-08-11,8,Pluvieuse
Centre (Ouaga),2025,33,1.8548918362667892,0.5487195088013002,0.10330070080602778,0,1960,12,2025-08-18,8,Pluvieuse
Centre (Ouaga),2025,34,1.3386594128352842,-1.2444374748610627,0.8671345069507166,0,1714,15,2025-08-25,8,Pluvieuse
Centre (Ouaga),2025,35,0.37953906329041204,-0.11731022798757788,0.39841830772556674,0,2260,5,2025-09-01,9,Pluvieuse
Centre (Ouaga),2025,36,1.5530510203806087,0.190088112068827,1.1622521138702555,0,1360,10,2025-09-08,9,Pluvieuse
Centre (Ouaga),2025,37,0.47263015604035546,-0.1685432846636452,-1.181328882255491,0,2137,26,2025-09-15,9,Pluvieuse
Centre (Ouaga),2025,38,2.342914837652857,-0.21977634133971255,1.249051410023061,0,1632,252,2025-09-22,9,Pluvieuse
Centre (Ouaga),2025,39,1.2681358577216906,-1.0907383048328607,-1.181328882255491,0,1974,252,2025-09-29,9,Pluvieuse
Centre (Ouaga),2025,40,0.5516165377675804,0.2925542254209626,1.4920894392509145,0,1390,239,2025-10-06,10,Pluvieuse
Centre (Ouaga),2025,41,-0.6698514367998601,-0.9114226064666247,0.4157781669561293,0,2114,313,2025-10-13,10,Pluvieuse
Centre (Ouaga),2025,42,-0.5824022284590041,0.4462533954491655,-1.45908662994447,0,1448,166,2025-10-20,10,Pluvieuse
Centre (Ouaga),2025,43,-0.6077907082998978,0.6255690938154007,-0.22653662457463136,0,1589,276,2025-10-27,10,Pluvieuse
Centre (Ouaga),2025,44,-0.627537303731704,0.010772413702590895,-0.7646922607220265,0,1869,185,2025-11-03,11,Sèche
Centre (Ouaga),2025,45,-0.5908650550726353,0.523102980463266,0.8324147884895938,0,1785,185,2025-11-10,11,Sèche
Centre (Ouaga),2025,46,-0.6360001303453352,-0.629640794748253,0.4157781669561293,0,1993,343,2025-11-17,11,Sèche
Centre (Ouaga),2025,47,-0.6360001303453352,-0.09169369964954377,-0.9903704307193201,0,397,6,2025-11-24,11,Sèche
Centre (Ouaga),2025,48,-0.5936859972771792,0.42063686711113135,-0.7646922607220265,0,428,21,2025-12-01,12,Sèche
Centre (Ouaga),2025,49,-0.5795812862544604,-0.142926756325612,0.8671345069507166,0,265,18,2025-12-08,12,Sèche
Centre (Ouaga),2025,50,-0.6472838991635101,-0.34785898302988133,-0.7646922607220265,0,310,24,2025-12-15,12,Sèche
Centre (Ouaga),2025,51,-0.5739394018453728,0.4974864521252319,-1.285488037638859,0,243,8,2025-12-22,12,Sèche
Centre (Ouaga),2025,52,-0.5880441128680916,0.24132116874489434,-1.6153253630195181,0,275,20,2025-12-29,12,Sèche
Centre (Ouaga),2026,1,-0.6670304945953164,0.5999525654773665,1.0407330992563273,0,295,11,2026-01-05,1,Sèche
Centre (Ouaga),2026,2,-0.6472838991635101,-0.8345730214525232,-0.7994119791831467,0,317,28,2026-01-12,1,Sèche
Centre (Ouaga),2026,3,-0.604969766095354,-0.06607717131151056,-0.8341316976442694,0,360,5,2026-01-19,1,Sèche
Centre (Ouaga),2026,4,-0.6303582459362477,-0.6552573230862871,0.4157781669561293,0,231,29,2026-01-26,1,Sèche
Centre (Ouaga),2026,5,-0.5852231706635478,-1.0651217764948266,1.7004077500176482,0,429,5,2026-02-02,2,Sèche
Centre (Ouaga),2026,6,-0.661388610186229,0.6511856221534348,0.8844943661812766,0,378,19,2026-02-09,2,Sèche
Centre (Ouaga),2026,7,-0.6331791881407914,0.1644715837307938,0.5372971815700549,0,348,24,2026-02-16,2,Sèche
Centre (Ouaga),2026,8,-0.6952399166407538,0.4974864521252319,1.3184908469453038,0,377,28,2026-02-23,2,Sèche
Centre (Ouaga),2026,9,-0.6360001303453352,-0.296625926353814,-0.13973732842182593,0,227,24,2026-03-02,3,Sèche
Centre (Ouaga),2026,10,-0.6077907082998978,2.213793850773494,-0.1918169061135087,0,230,18,2026-03-09,3,Sèche
Centre (Ouaga),2026,11,-0.5739394018453728,1.035433547223941,-0.9730105714887576,0,240,7,2026-03-16,3,Sèche
Centre (Ouaga),2026,12,-0.6980608588452976,1.6246136989987168,1.3358507061758664,0,339,17,2026-03-23,3,Sèche
Centre (Ouaga),2026,13,-0.5993278816862666,0.984200490547873,1.07545281771745,0,396,28,2026-03-30,3,Sèche
Centre (Ouaga),2026,14,-0.661388610186229,1.983245095731191,1.3358507061758664,0,294,18,2026-04-06,4,Sèche
Centre (Ouaga),2026,15,-0.7065236854589287,1.5733806423226504,-0.22653662457463136,1,404,9,2026-04-13,4,Sèche
Centre (Ouaga),2026,16,-0.5795812862544604,1.7270798123508533,0.15538027849771302,1,389,6,2026-04-20,4,Sèche
Centre (Ouaga),2026,17,-0.6670304945953164,2.2906434357875947,0.8150549292590338,0,354,5,2026-04-27,4,Sèche
Centre (Ouaga),2026,18,-0.638821072549879,2.3674930208016973,0.10330070080602778,0,273,26,2026-05-04,5,Pluvieuse
Centre (Ouaga),2026,19,-0.6642095523907726,-0.6040242664102189,-0.07029789149958307,0,255,28,2026-05-11,5,Pluvieuse
Centre (Ouaga),2026,20,-0.6444629569589664,-0.014844114635443224,1.4226500023286717,0,359,15,2026-05-18,5,Pluvieuse
Centre (Ouaga),2026,21,-0.5908650550726353,-0.8345730214525232,-1.0771697268721256,0,383,8,2026-05-25,5,Pluvieuse
Centre (Ouaga),2026,22,1.406362025744334,-0.42470856804398277,-1.5285260668667129,0,391,17,2026-06-01,6,Pluvieuse
Centre (Ouaga),2026,23,-0.03231849857297436,-0.962655663142692,-1.4243669114833473,0,233,27,2026-06-08,6,Pluvieuse
Centre (Ouaga),2026,24,0.8421735848355858,-0.142926756325612,-1.354927474561102,0,256,6,2026-06-15,6,Pluvieuse
Centre (Ouaga),2026,25,0.3372249302222559,0.06200547037865822,-0.48693451303304763,1,265,27,2026-06-22,6,Pluvieuse
Centre (Ouaga),2026,26,2.2893169357665255,0.42063686711113135,-1.1118894453332482,1,1532,19,2026-06-29,6,Pluvieuse
Centre (Ouaga),2026,27,2.2103305540393006,0.4718699237871978,0.346338730033884,0,2082,20,2026-07-06,7,Pluvieuse
Centre (Ouaga),2026,28,1.4768855808579278,-0.8089564931144891,-0.8688514161053921,0,1922,19,2026-07-13,7,Pluvieuse
Centre (Ouaga),2026,29,0.7180521278356611,-1.1932044181849955,0.10330070080602778,0,1890,24,2026-07-20,7,Pluvieuse
Centre (Ouaga),2026,30,1.9254153913803829,-0.7064903797623544,1.2837711284841835,0,1818,24,2026-07-27,7,Pluvieuse
Centre (Ouaga),2026,31,2.1567326521529693,0.5999525654773665,-0.6952528237997811,0,1384,12,2026-08-03,8,Pluvieuse
Centre (Ouaga),2026,32,1.3809735459034402,0.010772413702590895,-0.9035711345665147,0,1683,26,2026-08-10,8,Pluvieuse
Centre (Ouaga),2026,33,0.8083222783810607,-0.37347551136791546,-0.08765775073014317,0,2210,21,2026-08-17,8,Pluvieuse
Centre (Ouaga),2026,34,2.280854109152894,0.190088112068827,-1.667404940711201,0,1972,17,2026-08-24,8,Pluvieuse
Centre (Ouaga),2026,35,2.1454488833347947,-0.34785898302988133,-0.6084535276469758,0,1827,21,2026-08-31,8,Pluvieuse
Centre (Ouaga),2026,36,0.3851809476994994,-1.2444374748610627,1.07545281771745,0,1316,29,2026-09-07,9,Pluvieuse
Centre (Ouaga),2026,37,0.7575453186992734,0.190088112068827,1.0060133807952047,0,1552,27,2026-09-14,9,Pluvieuse
Centre (Ouaga),2026,38,0.8055013361765172,0.5743360371393342,-0.7299725422609038,0,1972,306,2026-09-21,9,Pluvieuse
Centre (Ouaga),2026,39,1.1778657071762912,-1.0395052481567935,-0.6258133868775358,0,2058,192,2026-09-28,9,Pluvieuse
Centre (Ouaga),2026,40,1.4909902918806464,0.42063686711113135,-0.6431732461080985,0,1506,160,2026-10-05,10,Pluvieuse
Centre (Ouaga),2026,41,-0.5880441128680916,0.1644715837307938,-1.47644648917503,0,1448,339,2026-10-12,10,Pluvieuse
Centre (Ouaga),2026,42,-0.6642095523907726,0.3437872820970299,0.1727401377282731,0,1833,246,2026-10-19,10,Pluvieuse
Centre (Ouaga),2026,43,-0.6360001303453352,-1.0138887198187594,-1.3375676153305418,0,1365,149,2026-10-26,10,Pluvieuse
Centre (Ouaga),2026,44,-0.5767603440499166,0.3694038104350631,1.683047890787088,0,1481,151,2026-11-02,11,Sèche
Centre (Ouaga),2026,45,-0.5767603440499166,-0.11731022798757788,-0.9556507122581974,0,1459,256,2026-11-09,11,Sèche
Centre (Ouaga),2026,46,-0.6585676679816851,0.4718699237871978,1.4226500023286717,0,1520,207,2026-11-16,11,Sèche
Centre (Ouaga),2026,47,-0.6557467257771414,-0.3222424546918481,0.658816196183983,0,233,14,2026-11-23,11,Sèche
Centre (Ouaga),2026,48,-0.5993278816862666,0.26693769708292847,0.15538027849771302,0,273,13,2026-11-30,11,Sèche
Centre (Ouaga),2026,49,-0.5965069394817228,0.6511856221534348,-0.9730105714887576,0,391,14,2026-12-07,12,Sèche
Centre (Ouaga),2026,50,-0.661388610186229,-1.2188209465230295,-1.6326852222500807,0,335,26,2026-12-14,12,Sèche
Centre (Ouaga),2026,51,-0.6247163615271603,0.4718699237871978,-1.4070070522527847,0,240,17,2026-12-21,12,Sèche
Centre (Ouaga),2026,52,-0.6106116505044415,-0.34785898302988133,0.39841830772556674,0,406,17,2026-12-28,12,Sèche
Hauts-Bassins (Bobo),2013,1,-0.69241897443621,-0.1685432846636452,1.2837711284841835,0,322,21,2013-01-07,1,Sèche
Hauts-Bassins (Bobo),2013,2,-0.6726723790044038,0.24132116874489434,1.3879302838675491,0,485,14,2013-01-14,1,Sèche
Hauts-Bassins (Bobo),2013,3,-0.7008818010498412,0.3950203387730972,1.4747295800203546,0,367,23,2013-01-21,1,Sèche
Hauts-Bassins (Bobo),2013,4,-0.6247163615271603,-0.11731022798757788,1.4920894392509145,0,301,27,2013-01-28,1,Sèche
Hauts-Bassins (Bobo),2013,5,-0.6726723790044038,-0.5015581530580843,-0.33069577995799937,0,359,15,2013-02-04,2,Sèche
Hauts-Bassins (Bobo),2013,6,-0.6670304945953164,0.5999525654773665,1.3532105654064264,0,398,24,2013-02-11,2,Sèche
Hauts-Bassins (Bobo),2013,7,-0.6754933212089477,0.4462533954491655,1.7004077500176482,0,406,22,2013-02-18,2,Sèche
Hauts-Bassins (Bobo),2013,8,-0.6077907082998978,-0.3990920397059496,-0.9903704307193201,0,339,15,2013-02-25,2,Sèche
Hauts-Bassins (Bobo),2013,9,-0.6501048413680539,0.6255690938154007,-0.9035711345665147,0,423,24,2013-03-04,3,Sèche
Hauts-Bassins (Bobo),2013,10,-0.5682975174362854,1.3684484156183792,-0.10501760996070328,0,497,27,2013-03-11,3,Sèche
Hauts-Bassins (Bobo),2013,11,-0.6360001303453352,2.3931095491397296,0.4331380261866894,0,365,14,2013-03-18,3,Sèche
Hauts-Bassins (Bobo),2013,12,-0.6021488238908103,2.034478152407257,-0.3654154984191196,0,421,11,2013-03-25,3,Sèche
Hauts-Bassins (Bobo),2013,13,-0.638821072549879,2.6492748325200672,-0.6084535276469758,0,408,26,2013-04-01,4,Sèche
Hauts-Bassins (Bobo),2013,14,-0.6557467257771414,1.189132717252144,1.4226500023286717,0,434,22,2013-04-08,4,Sèche
Hauts-Bassins (Bobo),2013,15,-0.6783142634134913,2.162560794097426,1.0407330992563273,0,400,25,2013-04-15,4,Sèche
Hauts-Bassins (Bobo),2013,16,-0.6642095523907726,2.469959134153832,-0.1570971876523885,0,447,12,2013-04-22,4,Sèche
Hauts-Bassins (Bobo),2013,17,-0.661388610186229,1.7014632840128192,-0.573733809185853,0,539,17,2013-04-29,4,Sèche
Hauts-Bassins (Bobo),2013,18,-0.6247163615271603,2.4443426058157978,1.4400098615592318,0,533,11,2013-05-06,5,Pluvieuse
Hauts-Bassins (Bobo),2013,19,-0.6190744771180727,-0.2710093980157808,1.2837711284841835,0,504,21,2013-05-13,5,Pluvieuse
Hauts-Bassins (Bobo),2013,20,-0.6726723790044038,-0.9114226064666247,-0.9382908530276374,0,590,12,2013-05-20,5,Pluvieuse
Hauts-Bassins (Bobo),2013,21,-0.5739394018453728,-0.42470856804398277,0.08594084157546768,0,583,5,2013-05-27,5,Pluvieuse
Hauts-Bassins (Bobo),2013,22,0.38236000549495586,-0.5784077380721857,1.7351274684787708,0,484,20,2013-06-03,6,Pluvieuse
Hauts-Bassins (Bobo),2013,23,1.9254153913803829,-0.5015581530580843,-1.5458859260972753,0,438,29,2013-06-10,6,Pluvieuse
Hauts-Bassins (Bobo),2013,24,1.4881693496761028,-0.6808738514243203,1.4226500023286717,0,545,29,2013-06-17,6,Pluvieuse
Hauts-Bassins (Bobo),2013,25,0.09462390063149403,-0.6808738514243203,-0.7820521199525866,0,370,25,2013-06-24,6,Pluvieuse
Hauts-Bassins (Bobo),2013,26,0.1312961492905627,-0.962655663142692,-1.47644648917503,0,2491,22,2013-07-01,7,Pluvieuse
Hauts-Bassins (Bobo),2013,27,2.427543103789169,0.523102980463266,1.7351274684787708,0,1941,21,2013-07-08,7,Pluvieuse
Hauts-Bassins (Bobo),2013,28,1.891564084925858,0.2925542254209626,-1.2681281784082965,0,2775,29,2013-07-15,7,Pluvieuse
Hauts-Bassins (Bobo),2013,29,1.9874761198803448,-0.8089564931144891,-0.6431732461080985,0,2883,7,2013-07-22,7,Pluvieuse
Hauts-Bassins (Bobo),2013,30,0.6983055324038548,0.5487195088013002,0.24217957465051843,0,2280,24,2013-07-29,7,Pluvieuse
Hauts-Bassins (Bobo),2013,31,-0.049244151800236856,0.6255690938154007,1.249051410023061,0,2435,20,2013-08-05,8,Pluvieuse
Hauts-Bassins (Bobo),2013,32,1.6997400150168835,-0.783339964776456,-0.5390140907247304,0,2591,18,2013-08-12,8,Pluvieuse
Hauts-Bassins (Bobo),2013,33,2.5939786938572493,0.3181707537589958,-1.5458859260972753,0,2850,10,2013-08-19,8,Pluvieuse
Hauts-Bassins (Bobo),2013,34,0.3090155081768185,-0.2710093980157808,-0.20917676534407126,0,2549,7,2013-08-26,8,Pluvieuse
Hauts-Bassins (Bobo),2013,35,2.4077965083573627,-1.1419713615089282,-0.48693451303304763,0,1777,12,2013-09-02,9,Pluvieuse
Hauts-Bassins (Bobo),2013,36,1.5812604424260461,-1.1932044181849955,1.4573697207897944,0,2155,9,2013-09-09,9,Pluvieuse
Hauts-Bassins (Bobo),2013,37,-0.052065094004780536,-1.1419713615089282,-0.8341316976442694,0,2350,28,2013-09-16,9,Pluvieuse
Hauts-Bassins (Bobo),2013,38,0.4472416761994618,0.03638894204062502,-0.8341316976442694,0,2484,53,2013-09-23,9,Pluvieuse
Hauts-Bassins (Bobo),2013,39,2.187763016402951,0.3181707537589958,0.20745985618939577,0,2156,83,2013-09-30,9,Pluvieuse
Hauts-Bassins (Bobo),2013,40,2.3739452019028375,0.4974864521252319,-1.667404940711201,0,2406,57,2013-10-07,10,Pluvieuse
Hauts-Bassins (Bobo),2013,41,-0.6557467257771414,-0.9114226064666247,0.5025774631089347,0,1941,84,2013-10-14,10,Pluvieuse
Hauts-Bassins (Bobo),2013,42,-0.5824022284590041,-0.5527912097341515,-1.3028478968694193,0,2090,40,2013-10-21,10,Pluvieuse
Hauts-Bassins (Bobo),2013,43,-0.6077907082998978,-0.8345730214525232,0.8324147884895938,0,2424,72,2013-10-28,10,Pluvieuse
Hauts-Bassins (Bobo),2013,44,-0.616253534913529,0.3694038104350631,-0.1570971876523885,0,2083,54,2013-11-04,11,Sèche
Hauts-Bassins (Bobo),2013,45,-0.6444629569589664,-1.0651217764948266,-1.5806056445583956,0,2510,32,2013-11-11,11,Sèche
Hauts-Bassins (Bobo),2013,46,-0.5767603440499166,-0.6552573230862871,1.249051410023061,0,2103,85,2013-11-18,11,Sèche
Hauts-Bassins (Bobo),2013,47,-0.6585676679816851,0.3437872820970299,0.12066056003659034,0,309,8,2013-11-25,11,Sèche
Hauts-Bassins (Bobo),2013,48,-0.6980608588452976,-0.19415981300167934,-0.6952528237997811,0,569,22,2013-12-02,12,Sèche
Hauts-Bassins (Bobo),2013,49,-0.6670304945953164,-0.3990920397059496,0.15538027849771302,0,438,7,2013-12-09,12,Sèche
Hauts-Bassins (Bobo),2013,50,-0.5711184596408291,-0.9114226064666247,1.5962485946342826,0,377,16,2013-12-16,12,Sèche
Hauts-Bassins (Bobo),2013,51,-0.6360001303453352,-0.8858060781285906,-0.3480556391885595,0,390,15,2013-12-23,12,Sèche
Hauts-Bassins (Bobo),2013,52,-0.6472838991635101,-0.34785898302988133,0.5199373223394949,0,526,13,2013-12-30,12,Sèche
Hauts-Bassins (Bobo),2014,1,-0.6670304945953164,-0.3222424546918481,-0.5042943722636102,0,570,12,2014-01-06,1,Sèche
Hauts-Bassins (Bobo),2014,2,-0.7037027432543851,-1.2188209465230295,-0.07029789149958307,0,559,10,2014-01-13,1,Sèche
Hauts-Bassins (Bobo),2014,3,-0.6134325927089853,0.03638894204062502,1.3532105654064264,0,303,8,2014-01-20,1,Sèche
Hauts-Bassins (Bobo),2014,4,-0.6754933212089477,0.3694038104350631,1.2316915507924984,0,579,19,2014-01-27,1,Sèche
Hauts-Bassins (Bobo),2014,5,-0.6895980322316664,-1.270054003199097,-0.07029789149958307,0,367,9,2014-02-03,2,Sèche
Hauts-Bassins (Bobo),2014,6,-0.6811352056180351,-0.6552573230862871,1.6309683130954054,0,489,12,2014-02-10,2,Sèche
Hauts-Bassins (Bobo),2014,7,-0.6331791881407914,-1.2188209465230295,0.24217957465051843,0,555,9,2014-02-17,2,Sèche
Hauts-Bassins (Bobo),2014,8,-0.5682975174362854,-0.8601895497905564,1.0580929584868874,0,391,15,2014-02-24,2,Sèche
Hauts-Bassins (Bobo),2014,9,-0.5993278816862666,-1.116354833170894,0.25953943388107853,0,546,29,2014-03-03,3,Sèche
Hauts-Bassins (Bobo),2014,10,-0.5965069394817228,2.3931095491397296,1.1275323954091327,0,351,22,2014-03-10,3,Sèche
Hauts-Bassins (Bobo),2014,11,-0.6134325927089853,1.1122831322380418,-0.1744570468829486,0,548,20,2014-03-17,3,Sèche
Hauts-Bassins (Bobo),2014,12,-0.6980608588452976,2.136944265759392,0.5720169000311776,0,571,9,2014-03-24,3,Sèche
Hauts-Bassins (Bobo),2014,13,-0.6021488238908103,1.009817018885907,1.0580929584868874,0,470,19,2014-03-31,3,Sèche
Hauts-Bassins (Bobo),2014,14,-0.616253534913529,2.2906434357875947,1.6656880315565255,0,404,6,2014-04-07,4,Sèche
Hauts-Bassins (Bobo),2014,15,-0.5852231706635478,1.3428318872803469,1.1275323954091327,0,406,7,2014-04-14,4,Sèche
Hauts-Bassins (Bobo),2014,16,-0.5908650550726353,2.6492748325200672,0.5546570408006175,0,457,20,2014-04-21,4,Sèche
Hauts-Bassins (Bobo),2014,17,-0.5965069394817228,2.18817732243546,-1.7021246591723236,0,515,26,2014-04-28,4,Sèche
Hauts-Bassins (Bobo),2014,18,-0.6416420147544227,2.008861624069223,-1.7194845184028862,0,562,10,2014-05-05,5,Pluvieuse
Hauts-Bassins (Bobo),2014,19,-0.638821072549879,0.21570464040686113,-0.9730105714887576,0,479,17,2014-05-12,5,Pluvieuse
Hauts-Bassins (Bobo),2014,20,-0.6726723790044038,0.26693769708292847,-0.7126126830303413,0,555,19,2014-05-19,5,Pluvieuse
Hauts-Bassins (Bobo),2014,21,-0.6642095523907726,-0.8345730214525232,1.56152887617316,0,515,7,2014-05-26,5,Pluvieuse
Hauts-Bassins (Bobo),2014,22,2.3485567220619443,0.1644715837307938,0.9018542254118392,0,396,29,2014-06-02,6,Pluvieuse
Hauts-Bassins (Bobo),2014,23,1.1524772273353974,0.03638894204062502,-0.5216542314941703,0,472,13,2014-06-09,6,Pluvieuse
Hauts-Bassins (Bobo),2014,24,2.207509611834757,0.6255690938154007,0.9539338031035219,0,543,14,2014-06-16,6,Pluvieuse
Hauts-Bassins (Bobo),2014,25,1.3414803550398282,-0.296625926353814,1.6483281723259653,0,472,13,2014-06-23,6,Pluvieuse
Hauts-Bassins (Bobo),2014,26,0.21028253101778752,-0.37347551136791546,1.4400098615592318,0,2315,18,2014-06-30,6,Pluvieuse
Hauts-Bassins (Bobo),2014,27,1.3837944881079842,0.5999525654773665,1.0928126769480102,0,2004,13,2014-07-07,7,Pluvieuse
